id,team_id,name,position,jersey_number,goals,assists
95,5,Aaron Ramsdale,GK,13,0,0
96,5,Kyle Walker,DEF,2,0,0
97,5,John Stones,DEF,5,0,0
98,5,Harry Maguire,DEF,6,0,0
99,5,Luke Shaw,DEF,3,0,1
100,5,Kieran Trippier,DEF,12,0,2
101,5,Eric Dier,DEF,15,0,0
102,5,Ben White,DEF,4,0,0
103,5,Conor Coady,DEF,16,0,0
104,5,Declan Rice,MID,19,0,0
105,5,Jude Bellingham,MID,22,1,0
106,5,Mason Mount,MID,18,0,0
107,5,Phil Foden,MID,7,0,1
108,5,Jordan Henderson,MID,8,0,0
109,5,Conor Gallagher,MID,20,0,0
110,5,Harry Kane,FWD,9,3,0
111,5,Raheem Sterling,FWD,10,0,0
112,5,Marcus Rashford,FWD,11,3,0
113,5,Bukayo Saka,FWD,17,3,0
114,5,Jack Grealish,FWD,14,1,0
115,5,James Maddison,MID,21,0,0
116,6,Player 1,GK,1,0,0
117,6,Player 2,GK,2,0,0
118,6,Player 3,GK,3,0,0
119,6,Player 4,DEF,4,0,0
120,6,Player 5,DEF,5,0,0
121,6,Player 6,DEF,6,0,0
122,6,Player 7,DEF,7,0,0
123,6,Player 8,DEF,8,0,0
124,6,Player 9,DEF,9,0,0
125,6,Player 10,DEF,10,0,0
126,6,Player 11,DEF,11,0,0
127,6,Player 12,MID,12,0,0
128,6,Player 13,MID,13,0,0
129,6,Player 14,MID,14,0,0
130,6,Player 15,MID,15,0,0
131,6,Player 16,MID,16,0,0
132,6,Player 17,MID,17,0,0
133,6,Player 18,MID,18,0,0
134,6,Player 19,FWD,19,0,0
135,6,Player 20,FWD,20,0,0
136,6,Player 21,FWD,21,0,0
137,6,Player 22,FWD,22,0,0
138,6,Player 23,FWD,23,0,0
139,7,Player 1,GK,1,0,0
140,7,Player 2,GK,2,0,0
141,7,Player 3,GK,3,0,0
142,7,Player 4,DEF,4,0,0
143,7,Player 5,DEF,5,0,0
144,7,Player 6,DEF,6,0,0
145,7,Player 7,DEF,7,0,0
146,7,Player 8,DEF,8,0,0
147,7,Player 9,DEF,9,0,0
148,7,Player 10,DEF,10,0,0
149,7,Player 11,DEF,11,0,0
150,7,Player 12,MID,12,0,0
151,7,Player 13,MID,13,0,0
152,7,Player 14,MID,14,0,0
153,7,Player 15,MID,15,0,0
154,7,Player 16,MID,16,0,0
155,7,Player 17,MID,17,0,0
156,7,Player 18,MID,18,0,0
157,7,Player 19,FWD,19,0,0
158,7,Player 20,FWD,20,0,0
159,7,Player 21,FWD,21,0,0
160,7,Player 22,FWD,22,0,0
161,7,Player 23,FWD,23,0,0
162,8,Player 1,GK,1,0,0
163,8,Player 2,GK,2,0,0
164,8,Player 3,GK,3,0,0
165,8,Player 4,DEF,4,0,0
166,8,Player 5,DEF,5,0,0
167,8,Player 6,DEF,6,0,0
168,8,Player 7,DEF,7,0,0
169,8,Player 8,DEF,8,0,0
170,8,Player 9,DEF,9,0,0
171,8,Player 10,DEF,10,0,0
172,8,Player 11,DEF,11,0,0
173,8,Player 12,MID,12,0,0
174,8,Player 13,MID,13,0,0
175,8,Player 14,MID,14,0,0
176,8,Player 15,MID,15,0,0
177,8,Player 16,MID,16,0,0
178,8,Player 17,MID,17,0,0
179,8,Player 18,MID,18,0,0
180,8,Player 19,FWD,19,0,0
181,8,Player 20,FWD,20,0,0
182,8,Player 21,FWD,21,0,0
183,8,Player 22,FWD,22,0,0
184,8,Player 23,FWD,23,0,0
185,9,Emiliano Martinez,GK,23,0,0
186,9,Juan Musso,GK,1,0,0
187,9,Franco Armani,GK,12,0,0
188,9,Nahuel Molina,DEF,26,1,1
189,9,Gonzalo Montiel,DEF,4,0,0
190,9,Cristian Romero,DEF,13,0,0
191,9,German Pezzella,DEF,6,0,0
192,9,Nicolas Otamendi,DEF,19,1,0
193,9,Lisandro Martinez,DEF,25,0,0
194,9,Marcos Acuna,DEF,8,0,0
195,9,Nicolas Tagliafico,DEF,3,0,0
196,9,Rodrigo De Paul,MID,7,0,1
197,9,Leandro Paredes,MID,5,0,0
198,9,Alexis Mac Allister,MID,20,1,0
199,9,Enzo Fernandez,MID,24,1,1
200,9,Guido Rodriguez,MID,18,0,0
201,9,Alejandro Gomez,MID,14,0,1
202,9,Julian Alvarez,FWD,9,4,2
203,9,Lionel Messi,FWD,10,7,3
204,9,Lautaro Martinez,FWD,22,0,1
205,9,Angel Di Maria,FWD,11,1,1
206,9,Paulo Dybala,FWD,21,0,0
207,9,Joaquin Correa,FWD,16,0,0
208,10,Player 1,GK,1,0,0
209,10,Player 2,GK,2,0,0
210,10,Player 3,GK,3,0,0
211,10,Player 4,DEF,4,0,0
212,10,Player 5,DEF,5,0,0
213,10,Player 6,DEF,6,0,0
214,10,Player 7,DEF,7,0,0
215,10,Player 8,DEF,8,0,0
216,10,Player 9,DEF,9,0,0
217,10,Player 10,DEF,10,0,0
218,10,Player 11,DEF,11,0,0
219,10,Player 12,MID,12,0,0
220,10,Player 13,MID,13,0,0
221,10,Player 14,MID,14,0,0
222,10,Player 15,MID,15,0,0
223,10,Player 16,MID,16,0,0
224,10,Player 17,MID,17,0,0
225,10,Player 18,MID,18,0,0
226,10,Player 19,FWD,19,0,0
227,10,Player 20,FWD,20,0,0
228,10,Player 21,FWD,21,0,0
229,10,Player 22,FWD,22,0,0
230,10,Player 23,FWD,23,0,0
231,11,Player 1,GK,1,0,0
232,11,Player 2,GK,2,0,0
233,11,Player 3,GK,3,0,0
234,11,Player 4,DEF,4,0,0
235,11,Player 5,DEF,5,0,0
236,11,Player 6,DEF,6,0,0
237,11,Player 7,DEF,7,0,0
238,11,Player 8,DEF,8,0,0
239,11,Player 9,DEF,9,0,0
240,11,Player 10,DEF,10,0,0
241,11,Player 11,DEF,11,0,0
242,11,Player 12,MID,12,0,0
243,11,Player 13,MID,13,0,0
244,11,Player 14,MID,14,0,0
245,11,Player 15,MID,15,0,0
246,11,Player 16,MID,16,0,0
247,11,Player 17,MID,17,0,0
248,11,Player 18,MID,18,0,0
249,11,Player 19,FWD,19,0,0
250,11,Player 20,FWD,20,0,0
251,11,Player 21,FWD,21,0,0
252,11,Player 22,FWD,22,0,0
253,11,Player 23,FWD,23,0,0
254,12,Player 1,GK,1,0,0
255,12,Player 2,GK,2,0,0
256,12,Player 3,GK,3,0,0
257,12,Player 4,DEF,4,0,0
258,12,Player 5,DEF,5,0,0
259,12,Player 6,DEF,6,0,0
260,12,Player 7,DEF,7,0,0
261,12,Player 8,DEF,8,0,0
262,12,Player 9,DEF,9,0,0
263,12,Player 10,DEF,10,0,0
264,12,Player 11,DEF,11,0,0
265,12,Player 12,MID,12,0,0
266,12,Player 13,MID,13,0,0
267,12,Player 14,MID,14,0,0
268,12,Player 15,MID,15,0,0
269,12,Player 16,MID,16,0,0
270,12,Player 17,MID,17,0,0
271,12,Player 18,MID,18,0,0
272,12,Player 19,FWD,19,0,0
273,12,Player 20,FWD,20,0,0
274,12,Player 21,FWD,21,0,0
275,12,Player 22,FWD,22,0,0
276,12,Player 23,FWD,23,0,0
277,13,Hugo Lloris,GK,1,0,0
278,13,Alphonse Areola,GK,23,0,0
279,13,Steve Mandanda,GK,16,0,0
280,13,Benjamin Pavard,DEF,5,0,0
281,13,Jules Kounde,DEF,21,0,0
282,13,Raphael Varane,DEF,4,0,0
283,13,Dayot Upamecano,DEF,2,0,0
284,13,Ibrahima Konate,DEF,13,0,0
285,13,Theo Hernandez,DEF,22,1,0
286,13,Lucas Hernandez,DEF,3,0,0
287,13,William Saliba,DEF,17,0,0
288,13,Aurelien Tchouameni,MID,8,1,0
289,13,Adrien Rabiot,MID,14,2,0
290,13,Youssouf Fofana,MID,15,0,0
291,13,Antoine Griezmann,MID,7,0,3
292,13,Matteo Guendouzi,MID,19,0,0
293,13,Kingsley Coman,MID,12,0,0
294,13,Kylian Mbappe,FWD,10,8,2
295,13,Olivier Giroud,FWD,9,4,0
296,13,Ousmane Dembele,FWD,11,0,2
297,13,Marcus Thuram,FWD,6,1,0
298,13,Randal Kolo Muani,FWD,20,1,1
299,13,Christopher Nkunku,FWD,18,0,0
300,14,Player 1,GK,1,0,0
301,14,Player 2,GK,2,0,0
302,14,Player 3,GK,3,0,0
303,14,Player 4,DEF,4,0,0
304,14,Player 5,DEF,5,0,0
305,14,Player 6,DEF,6,0,0
306,14,Player 7,DEF,7,0,0
307,14,Player 8,DEF,8,0,0
308,14,Player 9,DEF,9,0,0
309,14,Player 10,DEF,10,0,0
310,14,Player 11,DEF,11,0,0
311,14,Player 12,MID,12,0,0
312,14,Player 13,MID,13,0,0
313,14,Player 14,MID,14,0,0
314,14,Player 15,MID,15,0,0
315,14,Player 16,MID,16,0,0
316,14,Player 17,MID,17,0,0
317,14,Player 18,MID,18,0,0
318,14,Player 19,FWD,19,0,0
319,14,Player 20,FWD,20,0,0
320,14,Player 21,FWD,21,0,0
321,14,Player 22,FWD,22,0,0
322,14,Player 23,FWD,23,0,0
323,15,Player 1,GK,1,0,0
324,15,Player 2,GK,2,0,0
325,15,Player 3,GK,3,0,0
326,15,Player 4,DEF,4,0,0
327,15,Player 5,DEF,5,0,0
328,15,Player 6,DEF,6,0,0
329,15,Player 7,DEF,7,0,0
330,15,Player 8,DEF,8,0,0
331,15,Player 9,DEF,9,0,0
332,15,Player 10,DEF,10,0,0
333,15,Player 11,DEF,11,0,0
334,15,Player 12,MID,12,0,0
335,15,Player 13,MID,13,0,0
336,15,Player 14,MID,14,0,0
337,15,Player 15,MID,15,0,0
338,15,Player 16,MID,16,0,0
339,15,Player 17,MID,17,0,0
340,15,Player 18,MID,18,0,0
341,15,Player 19,FWD,19,0,0
342,15,Player 20,FWD,20,0,0
343,15,Player 21,FWD,21,0,0
344,15,Player 22,FWD,22,0,0
345,15,Player 23,FWD,23,0,0
346,16,Player 1,GK,1,0,0
347,16,Player 2,GK,2,0,0
348,16,Player 3,GK,3,0,0
349,16,Player 4,DEF,4,0,0
350,16,Player 5,DEF,5,0,0
351,16,Player 6,DEF,6,0,0
352,16,Player 7,DEF,7,0,0
353,16,Player 8,DEF,8,0,0
354,16,Player 9,DEF,9,0,0
355,16,Player 10,DEF,10,0,0
356,16,Player 11,DEF,11,0,0
357,16,Player 12,MID,12,0,0
358,16,Player 13,MID,13,0,0
359,16,Player 14,MID,14,0,0
360,16,Player 15,MID,15,0,0
361,16,Player 16,MID,16,0,0
362,16,Player 17,MID,17,0,0
363,16,Player 18,MID,18,0,0
364,16,Player 19,FWD,19,0,0
365,16,Player 20,FWD,20,0,0
366,16,Player 21,FWD,21,0,0
367,16,Player 22,FWD,22,0,0
368,16,Player 23,FWD,23,0,0
369,17,Player 1,GK,1,0,0
370,17,Player 2,GK,2,0,0
371,17,Player 3,GK,3,0,0
372,17,Player 4,DEF,4,0,0
373,17,Player 5,DEF,5,0,0
374,17,Player 6,DEF,6,0,0
375,17,Player 7,DEF,7,0,0
376,17,Player 8,DEF,8,0,0
377,17,Player 9,DEF,9,0,0
378,17,Player 10,DEF,10,0,0
379,17,Player 11,DEF,11,0,0
380,17,Player 12,MID,12,0,0
381,17,Player 13,MID,13,0,0
382,17,Player 14,MID,14,0,0
383,17,Player 15,MID,15,0,0
384,17,Player 16,MID,16,0,0
385,17,Player 17,MID,17,0,0
386,17,Player 18,MID,18,0,0
387,17,Player 19,FWD,19,0,0
388,17,Player 20,FWD,20,0,0
389,17,Player 21,FWD,21,0,0
390,17,Player 22,FWD,22,0,0
391,17,Player 23,FWD,23,0,0
392,18,Player 1,GK,1,0,0
393,18,Player 2,GK,2,0,0
394,18,Player 3,GK,3,0,0
395,18,Player 4,DEF,4,0,0
396,18,Player 5,DEF,5,0,0
397,18,Player 6,DEF,6,0,0
398,18,Player 7,DEF,7,0,0
399,18,Player 8,DEF,8,0,0
400,18,Player 9,DEF,9,0,0
401,18,Player 10,DEF,10,0,0
402,18,Player 11,DEF,11,0,0
403,18,Player 12,MID,12,0,0
404,18,Player 13,MID,13,0,0
405,18,Player 14,MID,14,0,0
406,18,Player 15,MID,15,0,0
407,18,Player 16,MID,16,0,0
408,18,Player 17,MID,17,0,0
409,18,Player 18,MID,18,0,0
410,18,Player 19,FWD,19,0,0
411,18,Player 20,FWD,20,0,0
412,18,Player 21,FWD,21,0,0
413,18,Player 22,FWD,22,0,0
414,18,Player 23,FWD,23,0,0
415,19,Manuel Neuer,GK,1,0,0
416,19,Marc-Andre ter Stegen,GK,22,0,0
417,19,Kevin Trapp,GK,12,0,0
418,19,Joshua Kimmich,DEF,6,0,1
419,19,Antonio Rudiger,DEF,2,0,0
420,19,Niklas Sule,DEF,5,0,0
421,19,Thilo Kehrer,DEF,13,0,0
422,19,David Raum,DEF,3,0,1
423,19,Matthias Ginter,DEF,4,0,0
424,19,Nico Schlotterbeck,DEF,15,0,0
425,19,Leon Goretzka,MID,8,0,0
426,19,Ilkay Gundogan,MID,21,2,0
427,19,Kai Havertz,MID,7,2,1
428,19,Jamal Musiala,MID,14,4,2
429,19,Thomas Muller,MID,25,0,1
430,19,Julian Draxler,MID,11,0,0
431,19,Serge Gnabry,FWD,10,0,1
432,19,Leroy Sane,FWD,19,1,1
433,19,Jonas Hofmann,FWD,17,1,0
434,19,Niclas Fullkrug,FWD,9,1,0
435,19,Karim Adeyemi,FWD,27,0,0
436,19,Kevin Volland,FWD,24,0,0
437,19,Mario Gotze,MID,18,1,0
438,20,Player 1,GK,1,0,0
439,20,Player 2,GK,2,0,0
440,20,Player 3,GK,3,0,0
441,20,Player 4,DEF,4,0,0
442,20,Player 5,DEF,5,0,0
443,20,Player 6,DEF,6,0,0
444,20,Player 7,DEF,7,0,0
445,20,Player 8,DEF,8,0,0
446,20,Player 9,DEF,9,0,0
447,20,Player 10,DEF,10,0,0
448,20,Player 11,DEF,11,0,0
449,20,Player 12,MID,12,0,0
450,20,Player 13,MID,13,0,0
451,20,Player 14,MID,14,0,0
452,20,Player 15,MID,15,0,0
453,20,Player 16,MID,16,0,0
454,20,Player 17,MID,17,0,0
455,20,Player 18,MID,18,0,0
456,20,Player 19,FWD,19,0,0
457,20,Player 20,FWD,20,0,0
458,20,Player 21,FWD,21,0,0
459,20,Player 22,FWD,22,0,0
460,20,Player 23,FWD,23,0,0
461,21,Player 1,GK,1,0,0
462,21,Player 2,GK,2,0,0
463,21,Player 3,GK,3,0,0
464,21,Player 4,DEF,4,0,0
465,21,Player 5,DEF,5,0,0
466,21,Player 6,DEF,6,0,0
467,21,Player 7,DEF,7,0,0
468,21,Player 8,DEF,8,0,0
469,21,Player 9,DEF,9,0,0
470,21,Player 10,DEF,10,0,0
471,21,Player 11,DEF,11,0,0
472,21,Player 12,MID,12,0,0
473,21,Player 13,MID,13,0,0
474,21,Player 14,MID,14,0,0
475,21,Player 15,MID,15,0,0
476,21,Player 16,MID,16,0,0
477,21,Player 17,MID,17,0,0
478,21,Player 18,MID,18,0,0
479,21,Player 19,FWD,19,0,0
480,21,Player 20,FWD,20,0,0
481,21,Player 21,FWD,21,0,0
482,21,Player 22,FWD,22,0,0
483,21,Player 23,FWD,23,0,0
484,22,Player 1,GK,1,0,0
485,22,Player 2,GK,2,0,0
486,22,Player 3,GK,3,0,0
487,22,Player 4,DEF,4,0,0
488,22,Player 5,DEF,5,0,0
489,22,Player 6,DEF,6,0,0
490,22,Player 7,DEF,7,0,0
491,22,Player 8,DEF,8,0,0
492,22,Player 9,DEF,9,0,0
493,22,Player 10,DEF,10,0,0
494,22,Player 11,DEF,11,0,0
495,22,Player 12,MID,12,0,0
496,22,Player 13,MID,13,0,0
497,22,Player 14,MID,14,0,0
498,22,Player 15,MID,15,0,0
499,22,Player 16,MID,16,0,0
500,22,Player 17,MID,17,0,0
501,22,Player 18,MID,18,0,0
502,22,Player 19,FWD,19,0,0
503,22,Player 20,FWD,20,0,0
504,22,Player 21,FWD,21,0,0
505,22,Player 22,FWD,22,0,0
506,22,Player 23,FWD,23,0,0
507,23,Yassine Bounou,GK,1,0,0
508,23,Munir Mohamedi,GK,16,0,0
509,23,Ahmed Tagnaouti,GK,23,0,0
510,23,Achraf Hakimi,DEF,2,0,1
511,23,Nayef Aguerd,DEF,5,0,0
512,23,Romain Saiss,DEF,6,0,0
513,23,Noussair Mazraoui,DEF,12,0,0
514,23,Jawad El Yamiq,DEF,3,0,0
515,23,Achraf Dari,DEF,15,0,0
516,23,Yahia Attiyat Allah,DEF,22,0,0
517,23,Badr Benoun,DEF,14,0,0
518,23,Sofyan Amrabat,MID,4,0,0
519,23,Azzedine Ounahi,MID,8,0,0
520,23,Selim Amallah,MID,18,0,0
521,23,Bilal El Khannouss,MID,17,0,0
522,23,Ilias Chair,MID,21,0,0
523,23,Hakim Ziyech,FWD,7,0,2
524,23,Youssef En-Nesyri,FWD,19,3,0
525,23,Sofiane Boufal,FWD,11,1,1
526,23,Zakaria Aboukhlal,FWD,20,1,0
527,23,Walid Cheddira,FWD,9,0,0
528,23,Amine Harit,MID,10,0,0
529,23,Abdelhamid Sabiri,MID,13,1,0
530,24,Dominik Livakovic,GK,1,0,0
531,24,Ivica Ivusic,GK,23,0,0
532,24,Ivo Grbic,GK,12,0,0
533,24,Josip Juranovic,DEF,2,0,0
534,24,Dejan Lovren,DEF,6,0,0
535,24,Josko Gvardiol,DEF,24,1,0
536,24,Domagoj Vida,DEF,21,0,0
537,24,Borna Sosa,DEF,20,0,1
538,24,Borna Barisic,DEF,3,0,0
539,24,Martin Erlic,DEF,5,0,0
540,24,Josip Stanisic,DEF,22,0,0
541,24,Luka Modric,MID,10,1,1
542,24,Mateo Kovacic,MID,8,1,0
543,24,Marcelo Brozovic,MID,11,0,1
544,24,Mario Pasalic,MID,19,1,0
545,24,Lovro Majer,MID,7,0,0
546,24,Nikola Vlasic,MID,13,0,1
547,24,Ivan Perisic,FWD,4,2,1
548,24,Andrej Kramaric,FWD,9,2,1
549,24,Bruno Petkovic,FWD,16,1,0
550,24,Marko Livaja,FWD,15,0,0
551,24,Mislav Orsic,FWD,18,0,0
552,24,Kristijan Jakic,MID,26,0,0
553,25,Alisson Becker,GK,1,0,0
554,25,Ederson,GK,23,0,0
555,25,Weverton,GK,12,0,0
556,25,Danilo,DEF,13,0,1
557,25,Thiago Silva,DEF,3,1,0
558,25,Marquinhos,DEF,4,1,0
559,25,Eder Militao,DEF,6,0,0
560,25,Bremer,DEF,14,0,0
561,25,Alex Sandro,DEF,16,0,0
562,25,Alex Telles,DEF,17,0,0
563,25,Casemiro,MID,5,1,0
564,25,Fred,MID,15,0,0
565,25,Lucas Paqueta,MID,10,1,1
566,25,Bruno Guimaraes,MID,18,0,0
567,25,Fabinho,MID,8,0,0
568,25,Everton Ribeiro,MID,19,0,0
569,25,Neymar,FWD,20,2,1
570,25,Vinicius Jr,FWD,11,1,1
571,25,Richarlison,FWD,9,3,0
572,25,Gabriel Jesus,FWD,21,0,2
573,25,Raphinha,FWD,22,0,1
574,25,Rodrygo,FWD,26,2,0
575,25,Antony,FWD,24,0,0
576,26,Player 1,GK,1,0,0
577,26,Player 2,GK,2,0,0
578,26,Player 3,GK,3,0,0
579,26,Player 4,DEF,4,0,0
580,26,Player 5,DEF,5,0,0
581,26,Player 6,DEF,6,0,0
582,26,Player 7,DEF,7,0,0
583,26,Player 8,DEF,8,0,0
584,26,Player 9,DEF,9,0,0
585,26,Player 10,DEF,10,0,0
586,26,Player 11,DEF,11,0,0
587,26,Player 12,MID,12,0,0
588,26,Player 13,MID,13,0,0
589,26,Player 14,MID,14,0,0
590,26,Player 15,MID,15,0,0
591,26,Player 16,MID,16,0,0
592,26,Player 17,MID,17,0,0
593,26,Player 18,MID,18,0,0
594,26,Player 19,FWD,19,0,0
595,26,Player 20,FWD,20,0,0
596,26,Player 21,FWD,21,0,0
597,26,Player 22,FWD,22,0,0
598,26,Player 23,FWD,23,0,0
599,27,Player 1,GK,1,0,0
600,27,Player 2,GK,2,0,0
601,27,Player 3,GK,3,0,0
602,27,Player 4,DEF,4,0,0
603,27,Player 5,DEF,5,0,0
604,27,Player 6,DEF,6,0,0
605,27,Player 7,DEF,7,0,0
606,27,Player 8,DEF,8,0,0
607,27,Player 9,DEF,9,0,0
608,27,Player 10,DEF,10,0,0
609,27,Player 11,DEF,11,0,0
610,27,Player 12,MID,12,0,0
611,27,Player 13,MID,13,0,0
612,27,Player 14,MID,14,0,0
613,27,Player 15,MID,15,0,0
614,27,Player 16,MID,16,0,0
615,27,Player 17,MID,17,0,0
616,27,Player 18,MID,18,0,0
617,27,Player 19,FWD,19,0,0
618,27,Player 20,FWD,20,0,0
619,27,Player 21,FWD,21,0,0
620,27,Player 22,FWD,22,0,0
621,27,Player 23,FWD,23,0,0
622,28,Player 1,GK,1,0,0
623,28,Player 2,GK,2,0,0
624,28,Player 3,GK,3,0,0
625,28,Player 4,DEF,4,0,0
626,28,Player 5,DEF,5,0,0
627,28,Player 6,DEF,6,0,0
628,28,Player 7,DEF,7,0,0
629,28,Player 8,DEF,8,0,0
630,28,Player 9,DEF,9,0,0
631,28,Player 10,DEF,10,0,0
632,28,Player 11,DEF,11,0,0
633,28,Player 12,MID,12,0,0
634,28,Player 13,MID,13,0,0
635,28,Player 14,MID,14,0,0
636,28,Player 15,MID,15,0,0
637,28,Player 16,MID,16,0,0
638,28,Player 17,MID,17,0,0
639,28,Player 18,MID,18,0,0
640,28,Player 19,FWD,19,0,0
641,28,Player 20,FWD,20,0,0
642,28,Player 21,FWD,21,0,0
643,28,Player 22,FWD,22,0,0
644,28,Player 23,FWD,23,0,0
645,29,Rui Patricio,GK,1,0,0
646,29,Jose Sa,GK,22,0,0
647,29,Diogo Costa,GK,12,0,0
648,29,Joao Cancelo,DEF,20,0,1
649,29,Danilo Pereira,DEF,15,0,0
650,29,Pepe,DEF,3,1,0
651,29,Ruben Dias,DEF,4,0,0
652,29,Antonio Silva,DEF,16,0,0
653,29,Nuno Mendes,DEF,19,0,0
654,29,Raphael Guerreiro,DEF,5,0,0
655,29,Bernardo Silva,MID,10,2,0
656,29,Bruno Fernandes,MID,8,3,1
657,29,Ruben Neves,MID,6,0,0
658,29,Joao Moutinho,MID,11,0,0
659,29,Vitinha,MID,17,0,0
660,29,Otavio,MID,13,0,0
661,29,Cristiano Ronaldo,FWD,7,3,1
662,29,Joao Felix,FWD,21,1,0
663,29,Goncalo Ramos,FWD,9,3,0
664,29,Rafael Leao,FWD,18,0,1
665,29,Diogo Jota,FWD,14,0,0
666,29,Ricardo Horta,FWD,23,1,0
667,29,Andre Silva,FWD,24,0,0
668,30,Player 1,GK,1,0,0
669,30,Player 2,GK,2,0,0
670,30,Player 3,GK,3,0,0
671,30,Player 4,DEF,4,0,0
672,30,Player 5,DEF,5,0,0
673,30,Player 6,DEF,6,0,0
674,30,Player 7,DEF,7,0,0
675,30,Player 8,DEF,8,0,0
676,30,Player 9,DEF,9,0,0
677,30,Player 10,DEF,10,0,0
678,30,Player 11,DEF,11,0,0
679,30,Player 12,MID,12,0,0
680,30,Player 13,MID,13,0,0
681,30,Player 14,MID,14,0,0
682,30,Player 15,MID,15,0,0
683,30,Player 16,MID,16,0,0
684,30,Player 17,MID,17,0,0
685,30,Player 18,MID,18,0,0
686,30,Player 19,FWD,19,0,0
687,30,Player 20,FWD,20,0,0
688,30,Player 21,FWD,21,0,0
689,30,Player 22,FWD,22,0,0
690,30,Player 23,FWD,23,0,0
691,31,Player 1,GK,1,0,0
692,31,Player 2,GK,2,0,0
693,31,Player 3,GK,3,0,0
694,31,Player 4,DEF,4,0,0
695,31,Player 5,DEF,5,0,0
696,31,Player 6,DEF,6,0,0
697,31,Player 7,DEF,7,0,0
698,31,Player 8,DEF,8,0,0
699,31,Player 9,DEF,9,0,0
700,31,Player 10,DEF,10,0,0
701,31,Player 11,DEF,11,0,0
702,31,Player 12,MID,12,0,0
703,31,Player 13,MID,13,0,0
704,31,Player 14,MID,14,0,0
705,31,Player 15,MID,15,0,0
706,31,Player 16,MID,16,0,0
707,31,Player 17,MID,17,0,0
708,31,Player 18,MID,18,0,0
709,31,Player 19,FWD,19,0,0
710,31,Player 20,FWD,20,0,0
711,31,Player 21,FWD,21,0,0
712,31,Player 22,FWD,22,0,0
713,31,Player 23,FWD,23,0,0
